FACILITY_TYPE,EXTERNAL_FACILITY_ID,FACILITY_NAME,SHORT_NAME,DESCRIPTION,LAT_MIN,LAT_MAX,LON_MIN,LON_MAX,METRIC:MMI:GREEN,METRIC:MMI:YELLOW,METRIC:MMI:RED,ATTR:CD,ATTR:Main,ATTR:TBMPage
"STRUCTURE","101696","LANDSCAPE MEDIAN ISLAND","","19301  ROSITA ST---TARZANA---91356",34.157834,34.157834,-118.553564,-118.553564,1,5,7,0,ND,561A4
"STRUCTURE","101697","LANDSCAPE MEDIAN ISLAND","","19305  SUPERIOR ST---NORTHRIDGE---91324",34.246544,34.246544,-118.553839,-118.553839,1,5,7,0,ND,
"STRUCTURE","101698","LANDSCAPE MEDIAN ISLAND","","1931  WELLINGTON RD---LOS ANGELES---90016",34.039452,34.039452,-118.334402,-118.334402,1,5,7,0,,
"STRUCTURE","101699","LANDSCAPE MEDIAN ISLAND","","19333  SHERMAN WY---RESEDA---91335",34.201323,34.201323,-118.554273,-118.554273,1,5,7,0,ND,
"STRUCTURE","101700","LANDSCAPE MEDIAN ISLAND","","19335  SUPERIOR ST---NORTHRIDGE---91324",34.246512,34.246512,-118.554851,-118.554851,1,5,7,0,ND,
"STRUCTURE","101701","HOLLENBECK HOMICIDE","","1936 E 1ST ST---BOYLE HEIGHTS---90033",34.045989,34.045989,-118.216542,-118.216542,1,5,7,14,SD,635A5
"STRUCTURE","101702","LANDSCAPE MEDIAN ISLAND","","1940  MICHIGAN AV---LOS ANGELES---90033",34.047919,34.047919,-118.21565,-118.21565,1,5,7,0,,
"STRUCTURE","101703","LESSOR: HUNTINGTON BEACH COMPANY","","19401 S VERMONT AV---TORRANCE---90502",33.855333,33.855333,-118.290691,-118.290691,1,5,7,15,SD,764B3
"STRUCTURE","101704","LANDSCAPE MEDIAN ISLAND","","1941  WELLINGTON RD---LOS ANGELES---90016",34.039365,34.039365,-118.334441,-118.334441,1,5,7,0,,
"STRUCTURE","101705","LANDSCAPE MEDIAN ISLAND","","19417  SHERMAN WY---RESEDA---91335",34.201323,34.201323,-118.556196,-118.556196,1,5,7,0,ND,530G5
"STRUCTURE","101706","ST.MAINT GRADE SEPARATION","","19418  NORDHOFF ST---NORTHRIDGE---91324",34.235348,34.235348,-118.556997,-118.556997,1,5,7,0,ND,500F7
"STRUCTURE","101707","LANDSCAPE MEDIAN ISLAND","","19419  GREENBRIAR DR---TARZANA---91356",34.147322,34.147322,-118.556977,-118.556977,1,5,7,0,ND,
"STRUCTURE","101708","LANDSCAPE MEDIAN ISLAND","","19425  SUPERIOR ST---NORTHRIDGE---91324",34.246549,34.246549,-118.556568,-118.556568,1,5,7,0,ND,
"STRUCTURE","101709","LANDSCAPE MEDIAN ISLAND","","19430  GREENBRIAR DR---TARZANA---91356",34.147348,34.147348,-118.557548,-118.557548,1,5,7,0,ND,
"STRUCTURE","101710","LANDSCAPE MEDIAN ISLAND","","19431  SUPERIOR ST---NORTHRIDGE---91324",34.246547,34.246547,-118.556734,-118.556734,1,5,7,0,ND,
"STRUCTURE","101711","LANDSCAPE MEDIAN ISLAND","","19441  SUPERIOR ST---NORTHRIDGE---91324",34.246573,34.246573,-118.55733,-118.55733,1,5,7,0,ND,
"STRUCTURE","101712","LESSOR: COUNTY TRAFFIC COURTS","","1945 S HILL ST---LOS ANGELES---90007",34.031414,34.031414,-118.267302,-118.267302,1,5,7,9,SD,634D7
"STRUCTURE","101713","PORTER RANCH PARK","","19479  RINALDI ST---NORTHRIDGE---91326",34.274818,34.274818,-118.559505,-118.559505,1,5,7,12,ND,500F3
"STRUCTURE","101714","LANDSCAPE MEDIAN ISLAND","","1948  COLORADO BL------90041",34.139102,34.139102,-118.210063,-118.210063,1,5,7,0,,
"STRUCTURE","101715","FIRST AMERICAN RECORDS MANAGEMENT","","1950 S VERMONT AV---LOS ANGELES---90007",34.038767,34.038767,-118.291393,-118.291393,1,5,7,1,SD,634A7
"STRUCTURE","101716","CHESTERFIELD SQUARE PARK","","1950 W 54TH ST---LOS ANGELES---90043",33.99314,33.99314,-118.312734,-118.312734,1,5,7,8,SD,673H5
"STRUCTURE","101717","REC & PARKS SERVICE","","19501  DEVONSHIRE ST------91311",34.25724,34.25724,-118.562319,-118.562319,1,5,7,0,,
"STRUCTURE","101718","TENANT: ECHO PK/S.LAKE CHILD CARE CENTER, INC","","1953  LAKE SHORE AV---ECHO PARK---90039",34.088977,34.088977,-118.255397,-118.255397,1,5,7,13,ND,594E5
"STRUCTURE","101719","LANDSCAPE MEDIAN ISLAND","","19595  SHERMAN WY---RESEDA---91335",34.20128,34.20128,-118.559964,-118.559964,1,5,7,0,ND,
"STRUCTURE","101720","LANDSCAPE MEDIAN ISLAND","","19606  SUPERIOR ST---NORTHRIDGE---91324",34.246193,34.246193,-118.560403,-118.560403,1,5,7,0,ND,
"STRUCTURE","101721","FIRE STATION #2","","1962 E CESAR CHAVEZ AV---BOYLE HEIGHTS---90033",34.049263,34.049263,-118.212966,-118.212966,1,5,7,14,SD,635A4
"STRUCTURE","101722","LANDSCAPE MEDIAN ISLAND","","19620  SUPERIOR ST---NORTHRIDGE---91324",34.24619,34.24619,-118.560736,-118.560736,1,5,7,0,ND,
"STRUCTURE","101723","LANDSCAPE MEDIAN ISLAND","","1963  SUNNY HEIGHTS DR------90065",34.106172,34.106172,-118.224345,-118.224345,1,5,7,0,,
"STRUCTURE","101724","LANDSCAPE MEDIAN ISLAND","","19645  SHERMAN WY---RESEDA---91335",34.201313,34.201313,-118.560841,-118.560841,1,5,7,0,ND,
"STRUCTURE","101725","LAPD LOS FELIZ COMMUNITY SERVICE CENTER","","1965 N HILLHURST AV---LOS ANGELES---90027",34.107134,34.107134,-118.287575,-118.287575,1,5,7,4,ND,594A4
"STRUCTURE","101726","LANDSCAPE MEDIAN ISLAND","","19798  VICTORY BL---WOODLAND HILLS---91367",34.186382,34.186382,-118.564107,-118.564107,1,5,7,0,ND,
"STRUCTURE","101727","LANDSCAPE MEDIAN ISLAND","","198  SUNSET AV---VENICE---90291",33.994357,33.994357,-118.476368,-118.476368,1,5,7,0,,
"STRUCTURE","101728","CITY HALL PARK","","198  TEMPLE ST---LOS ANGELES---90012",34.053395,34.053395,-118.240917,-118.240917,1,5,7,9,CC,634F4
"STRUCTURE","101729","LANDSCAPE MEDIAN ISLAND","","19828  SHERMAN WY---CANOGA PARK---91306",34.200892,34.200892,-118.565175,-118.565175,1,5,7,0,ND,
"STRUCTURE","101730","PEDESTRIAN TUNNEL","","199 E PACIFIC COAST HY---WILMINGTON---90744",33.791321,33.791321,-118.261756,-118.261756,1,5,7,0,,
"STRUCTURE","101731","LANDSCAPE MEDIAN ISLAND","","199 S HOPE ST---LOS ANGELES---90012",34.055394,34.055394,-118.251096,-118.251096,1,5,7,9,,634F3
"STRUCTURE","101732","LANDSCAPE MEDIAN ISLAND","","19910  VICTORY BL---WOODLAND HILLS---91367",34.186254,34.186254,-118.566294,-118.566294,1,5,7,0,ND,
"STRUCTURE","101733","LANDSCAPE MEDIAN ISLAND","","19914  VICTORY BL---WOODLAND HILLS---91367",34.186244,34.186244,-118.566342,-118.566342,1,5,7,0,ND,
"STRUCTURE","101734","LANDSCAPE MEDIAN ISLAND","","19993  SHERMAN WY---CANOGA PARK---91306",34.201281,34.201281,-118.569072,-118.569072,1,5,7,0,ND,
"STRUCTURE","101735","GRIFFITH PARK","","2  GRIFFITH PK---LOS ANGELES---90027",34.10676,34.10676,-118.272319,-118.272319,1,5,7,4,SD,563J5
"STRUCTURE","101736","GRIFFITH PARK","","20  GRIFFITH PARK DR---LOS ANGELES---90027",34.15382,34.15382,-118.309239,-118.309239,1,5,7,4,,563J5
"STRUCTURE","101737","LUMMIS HOME","","200 E AVENUE 43---LOS ANGELES---90031",34.004696,34.004696,-118.271987,-118.271987,1,5,7,1,ND,595B5
"STRUCTURE","101738","LOT 7 PARKING STRUCTURE","","200 N JUDGE JOHN AISO ST---LOS ANGELES---90012",34.05249,34.05249,-118.239719,-118.239719,1,5,7,9,SD,634F3
"STRUCTURE","101739","100 SPACES ADJACENT TO 9/25","","200 N LOS ANGELES ST---LOS ANGELES---90012",34.052386,34.052386,-118.241567,-118.241567,1,5,7,9,CC,634F4
"STRUCTURE","101740","CITY HALL EAST","","200 N MAIN ST---LOS ANGELES---90012",34.053028,34.053028,-118.24245,-118.24245,1,5,7,9,CC,634F4
"STRUCTURE","101741","ATSAC OPERATIONS CENTER - DOT","","200 N MAIN ST---LOS ANGELES---90012",34.053028,34.053028,-118.24245,-118.24245,1,5,7,9,CC,634G3
"STRUCTURE","101742","LOS ANGELES CITY HALL","","200 N SPRING ST---LOS ANGELES---90012",34.053771,34.053771,-118.243465,-118.243465,1,5,7,9,CC,634F3
"STRUCTURE","101743","CIVIC CENTER DISTRICT SERVICE YARD","","200 N SPRING ST---LOS ANGELES---90012",34.053771,34.053771,-118.243465,-118.243465,1,5,7,9,CC,634F4
"STRUCTURE","101744","CITY HALL PARK","","200 N SPRING ST---LOS ANGELES---90012",34.053771,34.053771,-118.243465,-118.243465,1,5,7,9,CC,634F4
"STRUCTURE","101745","POLICE DEPT FACILITY","","200 N ST. LOUIS ST---BOYLE HEIGHTS---90033",34.045894,34.045894,-118.213045,-118.213045,1,5,7,14,SD,635A5
"STRUCTURE","101746","VENICE CANALS","","200 N VENICE BL---VENICE---90291",33.985506,33.985506,-118.469206,-118.469206,1,5,7,11,SD,671H6
"STRUCTURE","101747","LANDSCAPE MEDIAN ISLAND","","200 S HARBOR BL---SAN PEDRO---90731",33.742291,33.742291,-118.279504,-118.279504,1,5,7,0,,
"STRUCTURE","101748","LANDSCAPE MEDIAN ISLAND","","200 W 22ND ST---LOS ANGELES---90007",34.029266,34.029266,-118.268638,-118.268638,1,5,7,0,SD,634D7
"STRUCTURE","101749","VENICE DIST ST MTCE YARD","","2000  ABBOT KINNEY BL---VENICE---90291",33.988139,33.988139,-118.460038,-118.460038,1,5,7,6,SD,671H6
"STRUCTURE","101750","VENICE DIST ST MTCE YARD","","2000  ABBOT KINNEY BL---VENICE---90291",33.988139,33.988139,-118.460038,-118.460038,1,5,7,6,SD,671H6
"STRUCTURE","101751","VENICE DIST ST MTCE YARD","","2000  ABBOT KINNEY BL---VENICE---90291",33.988139,33.988139,-118.460038,-118.460038,1,5,7,6,SD,671H6
"STRUCTURE","101752","VENICE DIST ST MTCE YARD","","2000  ABBOT KINNEY BL---VENICE---90291",33.988139,33.988139,-118.460038,-118.460038,1,5,7,6,SD,671H6
"STRUCTURE","101753","VENICE DIST ST MTCE YARD","","2000  ABBOT KINNEY BL---VENICE---90291",33.988139,33.988139,-118.460038,-118.460038,1,5,7,6,SD,671H6
"STRUCTURE","101754","OFFICE BLDG","","2000  ABBOT KINNEY BL---VENICE---90291",33.988139,33.988139,-118.460038,-118.460038,1,5,7,6,SD,671H6
"STRUCTURE","101755","LANDSCAPE MEDIAN ISLAND","","2000  ALLESANDRO ST---LOS ANGELES---90039",34.091595,34.091595,-118.257513,-118.257513,1,5,7,0,,594E5
"STRUCTURE","101756","RUNYON CANYON PARK","","2000  FULLER AV---LOS ANGELES---90046",34.106346,34.106346,-118.34951,-118.34951,1,5,7,5,ND,593C4
"STRUCTURE","101757","REC & PARKS SERVICE","","2000  RUNYON RD------90046",34.10282,34.10282,-118.363827,-118.363827,1,5,7,0,,
"STRUCTURE","101758","REC & PARKS SERVICE","","2000 W 76TH ST---HYDE PARK---90047",33.970788,33.970788,-118.314214,-118.314214,1,5,7,0,,
"STRUCTURE","101759","LANDSCAPE MEDIAN ISLAND","","2000 W SUNSET BL---HOLLYWOOD---90026",34.077819,34.077819,-118.261798,-118.261798,1,5,7,13,SD,594D7
"STRUCTURE","101760","METRO BOMB SQUAD","","2001 N MAIN ST---LINCOLN HEIGHTS---90031",34.066054,34.066054,-118.217992,-118.217992,1,5,7,1,SD,635 A2
"STRUCTURE","101761","SOUTH SEWER MAINTENANCE YARD","","2002  SLAUSON AV---LOS ANGELES---90043",33.989029,33.989029,-118.313982,-118.313982,1,5,7,8,SD,673H6
"STRUCTURE","101762","SOUTH SEWER MAINTENANCE YARD","","2002  SLAUSON AV---LOS ANGELES---90043",33.989029,33.989029,-118.313982,-118.313982,1,5,7,8,SD,673H6
"STRUCTURE","101763","SOUTH SEWER MAINTENANCE YARD","","2002  SLAUSON AV---LOS ANGELES---90043",33.989029,33.989029,-118.313982,-118.313982,1,5,7,8,SD,673H6
"STRUCTURE","101764","SOUTH SEWER MAINTENANCE YARD","","2002  SLAUSON AV---LOS ANGELES---90043",33.989029,33.989029,-118.313982,-118.313982,1,5,7,8,SD,673H6
"STRUCTURE","101765","HOLLENBECK LAKE PARK","","2002 E 4TH ST---BOYLE HEIGHTS---90033",34.042648,34.042648,-118.216595,-118.216595,1,5,7,14,SD,535A5
"STRUCTURE","101766","EDENDALE BRANCH","","2005 W SUNSET BL---HOLLYWOOD---90028",34.0981,34.0981,-118.309219,-118.309219,1,5,7,13,SD,594D7
"STRUCTURE","101767","FIRE STATION #26","","2009 S WESTERN AV---LOS ANGELES---90018",34.038643,34.038643,-118.309174,-118.309174,1,5,7,10,SD,633J5
"STRUCTURE","101768","LANDSCAPE MEDIAN ISLAND","","201 E 6TH ST---SAN PEDRO---90731",33.738599,33.738599,-118.281627,-118.281627,1,5,7,0,,
"STRUCTURE","101769","RECREATION AND PARKS","","201 E AVENUE 43---LOS ANGELES---90031",34.094072,34.094072,-118.207416,-118.207416,1,5,7,1,ND,595B5
"STRUCTURE","101770","FIGUEROA PLAZA 3,4, 7-11, POR 1,2,6 P1 FLOORS","","201 N FIGUEROA ST---LOS ANGELES---90012",34.058524,34.058524,-118.251306,-118.251306,1,5,7,9,SD,634F3
"STRUCTURE","101771","LOS ANGELES MALL - ETHICS COMMISSION OFFICE","","201 N LOS ANGELES ST---LOS ANGELES---90012",34.052468,34.052468,-118.241741,-118.241741,1,5,7,9,CC,634F3
"STRUCTURE","101772","DOWNTOWN LOS ANGELES ADJUDICATION","","201 N LOS ANGELES ST---LOS ANGELES---90012",34.052468,34.052468,-118.241741,-118.241741,1,5,7,9,CC,634G3
"STRUCTURE","101773","CITY HALL MALL","","201 N LOS ANGELES ST---LOS ANGELES---90013",34.052468,34.052468,-118.241741,-118.241741,1,5,7,9,CC,634G4
"STRUCTURE","101774","CITY HALL MALL","","201 N LOS ANGELES ST---LOS ANGELES---90013",34.052468,34.052468,-118.241741,-118.241741,1,5,7,9,CC,634G4
"STRUCTURE","101775","CITY HALL MALL","","201 N LOS ANGELES ST---LOS ANGELES---90013",34.052468,34.052468,-118.241741,-118.241741,1,5,7,9,CC,634G4
"STRUCTURE","101776","CITY HALL MALL","","201 N LOS ANGELES ST---LOS ANGELES---90013",34.052468,34.052468,-118.241741,-118.241741,1,5,7,9,CC,634G4
"STRUCTURE","101777","CITY HALL MALL","","201 N LOS ANGELES ST---LOS ANGELES---90013",34.052468,34.052468,-118.241741,-118.241741,1,5,7,9,CC,634G4
"STRUCTURE","101778","CITY HALL MALL","","201 N LOS ANGELES ST---LOS ANGELES---90013",34.052468,34.052468,-118.241741,-118.241741,1,5,7,9,CC,634G4
"STRUCTURE","101779","CITY HALL MALL","","201 N LOS ANGELES ST---LOS ANGELES---90013",34.052468,34.052468,-118.241741,-118.241741,1,5,7,9,CC,634G4
"STRUCTURE","101780","OCCIDENTAL PARKWAY","","201 S OCCIDENTAL BL---LOS ANGELES---90057",34.069232,34.069232,-118.281443,-118.281443,1,5,7,1,SD,634B2
"STRUCTURE","101781","RUNNYMEDE RECREATION CENTER","","20100  RUNNYMEDE ST---WINNETKA---91306",34.205767,34.205767,-118.571264,-118.571264,1,5,7,3,ND,530D4
"STRUCTURE","101782","FIRE STATION #16","","2011 N EASTERN AV---EAST L. A.---90032",34.066174,34.066174,-118.180363,-118.180363,1,5,7,14,ND,635E1
"STRUCTURE","101783","EDENDALE BRANCH LIBRARY","","2011 W SUNSET BL---LOS ANGELES---90026",34.077931,34.077931,-118.262322,-118.262322,1,5,7,13,ND,594D7
"STRUCTURE","101784","REC & PARKS SERVICE","","20141  LEADWELL ST------91306",34.203612,34.203612,-118.572901,-118.572901,1,5,7,3,ND,530D4
"STRUCTURE","101785","TENANT: HOLLENBECK POLICE/BUSINESSMEN'S COUNCIL INC","","2015 E 1ST ST---BOYLE HEIGHTS---90033",34.04545,34.04545,-118.214636,-118.214636,1,5,7,14,SD,635A5
"STRUCTURE","101786","REC & PARKS SERVICE","","20150  CHASE ST------91306",34.22444,34.22444,-118.572892,-118.572892,1,5,7,12,,530D2
"STRUCTURE","101787","PUBLIC BLDG FACILITY","","2017 S GRANVILLE AV---LOS ANGELES---90025",34.035499,34.035499,-118.452073,-118.452073,1,5,7,0,SD,
"STRUCTURE","101788","LANDSCAPE MEDIAN ISLAND","","2018  COLORADO BL---LOS ANGELES---90041",34.138972,34.138972,-118.211802,-118.211802,1,5,7,0,SD,564J5
"STRUCTURE","101789","SIGN BOARD","","202  E ST---WILMINGTON---90744",33.77547,33.77547,-118.260529,-118.260529,1,5,7,15,SD,794E7
"STRUCTURE","101790","LANDSCAPE MEDIAN ISLAND","","20201  SHERMAN WY---WINNETKA---91306",34.201266,34.201266,-118.573221,-118.573221,1,5,7,0,ND,
"STRUCTURE","101791","LANDSCAPE MEDIAN ISLAND","","20205  SHERMAN WY---WINNETKA---91306",34.201265,34.201265,-118.573292,-118.573292,1,5,7,3,ND,530D5
"STRUCTURE","101792","FIRE DEPT DISASTER PREPAREDNESS DIVISION","","2021  COLORADO BL---EAGLE ROCK---90041",34.139383,34.139383,-118.210787,-118.210787,1,5,7,14,ND,565A6
"STRUCTURE","101793","FIRE STATION #107","","20225  DEVONSHIRE ST---CHATSWORTH---91311",34.257377,34.257377,-118.573382,-118.573382,1,5,7,12,ND,500D4
"STRUCTURE","101794","WEST DIST REFUSE COLLECTION YARD","","2027  GRANDVILLE AV---WEST L.A.---90025",34.035386,34.035386,-118.451975,-118.451975,1,5,7,11,ND,632A7
"STRUCTURE","101795","GRANVILLE PROPERTY","","2027  GRANVILLE AV---WEST L.A.---90025",34.035386,34.035386,-118.451975,-118.451975,1,5,7,11,ND,632A7
"STRUCTURE","101796","WESTERN DISTRICT REFUSE COLLECTION YARD","","2027  STONER AV---WEST L.A.---90025",34.035956,34.035956,-118.451004,-118.451004,1,5,7,11,ND,632A7
"STRUCTURE","101797","WESTERN DISTRICT","","2027  STONER AV---WEST L.A.---90025",34.035956,34.035956,-118.451004,-118.451004,1,5,7,11,ND,632A7
"STRUCTURE","101798","WESTERN DISTRICT","","2027  STONER AV---WEST L.A.---90025",34.035956,34.035956,-118.451004,-118.451004,1,5,7,11,ND,632A7
"STRUCTURE","101799","WEST DIST REFUSE COLLECTION YARD","","2027  STONER AV---WEST L.A.---90025",34.035956,34.035956,-118.451004,-118.451004,1,5,7,11,ND,632A7
"STRUCTURE","101800","WESTERN DISTRICT","","2027 S STONER AV---WEST L.A.---90025",34.035956,34.035956,-118.451004,-118.451004,1,5,7,11,ND,632A7
"STRUCTURE","101801","METRO BOMB SQUAD","","2029 N MAIN ST---LOS ANGELES---90031",34.066101,34.066101,-118.217704,-118.217704,1,5,7,1,SD,635A2
"STRUCTURE","101802","MEDIAN ISLAND","","2029 S WESTERN AV---LOS ANGELES---90018",34.03847,34.03847,-118.309174,-118.309174,1,5,7,10,SD,633 H6
"STRUCTURE","101803","LANDSCAPE MEDIAN ISLAND","","203 E 6TH ST---SAN PEDRO---90731",33.738599,33.738599,-118.281662,-118.281662,1,5,7,0,,
"STRUCTURE","101804","LITTLE TOKYO BRANCH","","203 S LOS ANGELES ST---LOS ANGELES---90012",34.050112,34.050112,-118.243672,-118.243672,1,5,7,9,SD,634G4
"STRUCTURE","101805","NON-STRUCTURAL SERVICE","","20340 S BROADWAY------90003",33.9392,33.9392,-118.278129,-118.278129,1,5,7,0,,
"STRUCTURE","101806","EAGLE ROCK MUNICIPAL BUILDING","","2035  COLORADO BL---EAGLE ROCK---90041",34.139406,34.139406,-118.210917,-118.210917,1,5,7,14,ND,565A6
"STRUCTURE","101807","HOLLENBECK PARK","","2035  HOLLENBECK DR---BOYLE HEIGHTS---90023",34.037933,34.037933,-118.218901,-118.218901,1,5,7,14,SD,535A5
"STRUCTURE","101808","LUMMIS HOME","","204 E AVENUE 43---LOS ANGELES---90031",34.093833,34.093833,-118.207569,-118.207569,1,5,7,1,ND,595B4
"STRUCTURE","101809","LANDSCAPE MEDIAN ISLAND","","20427  SHERMAN WY---CANOGA PARK---91306",34.201283,34.201283,-118.578166,-118.578166,1,5,7,0,ND,
"STRUCTURE","101810","LANDSCAPE MEDIAN ISLAND","","20433  SHERMAN WY---CANOGA PARK---91306",34.201283,34.201283,-118.578272,-118.578272,1,5,7,0,ND,
"STRUCTURE","101811","DELTA TOWERS JOINT VENTURE","","2049  CENTURY PARK EAST---LOS ANGELES---90067",34.059325,34.059325,-118.412914,-118.412914,1,5,7,5,ND,632F3
"STRUCTURE","101812","PARKING FOR VARIOUS CITY EMPLOYEES","","205 S SAN PEDRO ST---LOS ANGELES---90012",34.049131,34.049131,-118.241992,-118.241992,1,5,7,9,CC,634G4
"STRUCTURE","101813","ODYSSEY THEATRE FOUNDATION DBA","","2055 S SEPULVEDA BL---WEST L.A.---90025",34.042166,34.042166,-118.439793,-118.439793,1,5,7,5,ND,632B6
"STRUCTURE","101814","COUNCIL DISTRICT #14 FIELD OFFICE - STEVEN KASTEN","","2059  MARENGO ST---BOYLE HEIGHTS---90033",34.056667,34.056667,-118.207276,-118.207276,1,5,7,14,ND,635B3
"STRUCTURE","101815","LESSOR:COUNTY OF L.A.","","2059 E MARENGO ST---BOYLE HEIGHTS---90033",34.056667,34.056667,-118.207276,-118.207276,1,5,7,14,ND,635B3
"STRUCTURE","101816","TENANT: LAURI GRAHAM","","206 E NORTH VENICE BL---VENICE---90291",33.991358,33.991358,-118.46523,-118.46523,1,5,7,6,ND,671H6
"STRUCTURE","101817","4 UNIT APARTMENT - #4","","206 E NORTH VENICE BL---VENICE---90291",33.991358,33.991358,-118.46523,-118.46523,1,5,7,6,ND,671H6
"STRUCTURE","101818","4 UNIT APARTMENT - #3","","206 E NORTH VENICE BL---VENICE---90291",33.991358,33.991358,-118.46523,-118.46523,1,5,7,6,ND,671H6
"STRUCTURE","101819","4 UNIT APARTMENT - #2","","206 E NORTH VENICE BL---VENICE---90291",33.991358,33.991358,-118.46523,-118.46523,1,5,7,6,ND,671H6
"STRUCTURE","101820","4 UNIT APARTMENT - #1","","206 E NORTH VENICE BL---VENICE---90291",33.991358,33.991358,-118.46523,-118.46523,1,5,7,6,ND,671H6
"STRUCTURE","101821","LOT 7 PARKING STRUCTURE","","206 N JUDGE JOHN AISO ST---LOS ANGELES---90012",34.05249,34.05249,-118.239719,-118.239719,1,5,7,9,SD,634G4
"STRUCTURE","101822","LANDSCAPE MEDIAN ISLAND","","20614  SHERMAN WY---CANOGA PARK---91306",34.200868,34.200868,-118.582398,-118.582398,1,5,7,0,ND,
"STRUCTURE","101823","LANDSCAPE MEDIAN ISLAND","","20626  SHERMAN WY---CANOGA PARK---91306",34.200869,34.200869,-118.582611,-118.582611,1,5,7,0,ND,
"STRUCTURE","101824","WEST VALLEY ANIMAL SHELTER","","20655  PLUMMER AV---CANOGA PARK---91311",34.242849,34.242849,-118.583164,-118.583164,1,5,7,12,ND,500B6
"STRUCTURE","101825","WEST VALLEY ANIMAL SHELTER","","20655  PLUMMER ST---CANOGA PARK---91311",34.242849,34.242849,-118.583164,-118.583164,1,5,7,12,ND,500B6
"STRUCTURE","101826","WEST VALLEY ANIMAL SHELTER","","20655  PLUMMER ST---CANOGA PARK---91311",34.242849,34.242849,-118.583164,-118.583164,1,5,7,12,ND,500B6
"STRUCTURE","101827","WEST VALLEY ANIMAL SHELTER","","20655  PLUMMER ST---CANOGA PARK---91311",34.242849,34.242849,-118.583164,-118.583164,1,5,7,12,ND,500B6
"STRUCTURE","101828","GRANT PARKING","","208 N ALAMEDA ST---LOS ANGELES---90012",34.049815,34.049815,-118.237941,-118.237941,1,5,7,9,CC,634 G4
"STRUCTURE","101829","LANDSCAPE MEDIAN ISLAND","","2080  J S GIBSON JR BL---SAN PEDRO---90731",33.755751,33.755751,-118.290076,-118.290076,1,5,7,0,,
"STRUCTURE","101830","SERRANIA AVENUE PARK","","20800  WELLS DR---WDLAND HILLS---91364",34.157296,34.157296,-118.586176,-118.586176,1,5,7,11,ND,560C4
"STRUCTURE","101831","LANDSCAPE MEDIAN ISLAND","","20806  SHERMAN WY---CANOGA PARK---91306",34.200864,34.200864,-118.58665,-118.58665,1,5,7,0,ND,
"STRUCTURE","101832","LANDSCAPE MEDIAN ISLAND","","20835  SHERMAN WY---CANOGA PARK---91306",34.201283,34.201283,-118.587122,-118.587122,1,5,7,0,ND,
"STRUCTURE","101833","SERRANIA AVENUE PARK","","20844  WELLS DR---WDLAND HILLS---91364",34.157274,34.157274,-118.586938,-118.586938,1,5,7,11,ND,560C4
"STRUCTURE","101834","SERRANIA AVENUE PARK","","20865  WELLS DR---WDLAND HILLS---91364",34.157563,34.157563,-118.587277,-118.587277,1,5,7,11,ND,560C4
"STRUCTURE","101835","REC & PARKS SERVICE","","2089 N WESTERN AV---LOS ANGELES---90027",34.107051,34.107051,-118.309416,-118.309416,1,5,7,0,,593H1
"STRUCTURE","101836","BEVERLY LARCHMONT","","209 N LARCHMONT BL---HOLLYWOOD---90004",34.074725,34.074725,-118.323796,-118.323796,1,5,7,4,SD,633F1
"STRUCTURE","101837","TENANT:","","2090  STRADELLA RD---LOS ANGELES---90062",34.10946,34.10946,-118.461721,-118.461721,1,5,7,5,SD,591 H3
"STRUCTURE","101838","CANOGA PARK BRANCH LIBRARY","","20939  SHERMAN WY---CANOGA PARK---91303",34.201283,34.201283,-118.589339,-118.589339,1,5,7,3,ND,530C5
"STRUCTURE","101839","REC & PARKS SERVICE","","21  62ND AV---PLAYA DEL REY---90293",33.962358,33.962358,-118.453507,-118.453507,1,5,7,11,ND,
"STRUCTURE","101840","COUNTY CRIMINAL COURTS BUILDING","","210 W TEMPLE ST---LOS ANGELES---90012",34.054908,34.054908,-118.242858,-118.242858,1,5,7,9,CC,634F3
"STRUCTURE","101841","GROUND LEASE FOR MTA CHILD CARE","","2100  1ST ST---SYLMAR---91342",34.29622,34.29622,-118.376629,-118.376629,1,5,7,7,ND,482 F6
"STRUCTURE","101842","VENICE BEACH OCEAN FRONT WALK","","2100  OCEAN FRONT WK---VENICE---90291",33.984175,33.984175,-118.471332,-118.471332,1,5,7,6,ND,671G6
"STRUCTURE","101843","LANDSCAPE MEDIAN ISLAND","","2100  WHITTIER BL------90023",34.038317,34.038317,-118.227632,-118.227632,1,5,7,0,,635C7
"STRUCTURE","101844","SOUTHERN PACIFIC PIPE LINES INC","","2100 E 7TH ST---LOS ANGELES---90021",34.034406,34.034406,-118.229959,-118.229959,1,5,7,14,SD,634H5
"STRUCTURE","101845","GRIFFITH PARK","","2100 N WESTERN AV---LOS ANGELES---90027",34.10711,34.10711,-118.309115,-118.309115,1,5,7,4,SD,593H3
"STRUCTURE","101846","LANDSCAPE MEDIAN ISLAND","","21040  SHERMAN WY---CANOGA PARK---91303",34.200848,34.200848,-118.59156,-118.59156,1,5,7,3,ND,530A5
"STRUCTURE","101847","LANDSCAPE MEDIAN ISLAND","","21045  SHERMAN WY---CANOGA PARK---91303",34.201237,34.201237,-118.591633,-118.591633,1,5,7,3,ND,530A5
"STRUCTURE","101848","LANDSCAPE MEDIAN ISLAND","","2105  PASEO DEL MAR---SAN PEDRO---90732",33.719168,33.719168,-118.321565,-118.321565,1,5,7,0,,
